Date,High,Low,Open,Close,Volume,Adj Close
2020-02-29,0.2419620007276535,0.23119300603866577,0.23652100563049316,0.23119300603866577,2061348763.0,0.23119300603866577
2020-03-01,0.23581799864768982,0.22570699453353882,0.2311049997806549,0.2288459986448288,2086828072.0,0.2288459986448288
2020-03-02,0.24034899473190308,0.22732700407505035,0.22893500328063965,0.2387470006942749,2466061224.0,0.2387470006942749
2020-03-03,0.23875300586223602,0.2319899946451187,0.2386689931154251,0.23438100516796112,2524293730.0,0.23438100516796112
2020-03-04,0.23796099424362183,0.23182600736618042,0.2345450073480606,0.2345300018787384,2280839542.0,0.2345300018787384
2020-03-05,0.2428700029850006,0.23455500602722168,0.23455500602722168,0.23958200216293335,2299594699.0,0.23958200216293335
2020-03-06,0.24592000246047974,0.2391130030155182,0.23949000239372253,0.24408799409866333,2423236344.0,0.24408799409866333
2020-03-07,0.24463500082492828,0.2370239943265915,0.24397000670433044,0.2370709925889969,2109420975.0,0.2370709925889969
2020-03-08,0.23711000382900238,0.20682600140571594,0.23711000382900238,0.20690399408340454,2627253062.0,0.20690399408340454
2020-03-09,0.21143899857997894,0.2007409930229187,0.2066829949617386,0.20918099582195282,2796925948.0,0.20918099582195282
2020-03-10,0.21525299549102783,0.20658400654792786,0.20972099900245667,0.2122350037097931,2317233373.0,0.2122350037097931
2020-03-11,0.21344499289989471,0.20146499574184418,0.21229299902915955,0.2080959975719452,2130165442.0,0.2080959975719452
2020-03-12,0.20912399888038635,0.13963499665260315,0.20820499956607819,0.13963499665260315,3547958418.0,0.13963499665260315
2020-03-13,0.16477200388908386,0.11509300023317337,0.1405239999294281,0.15935200452804565,5160523077.0,0.15935200452804565
2020-03-14,0.16003499925136566,0.14568500220775604,0.1592400074005127,0.14729200303554535,2310448365.0,0.14729200303554535
2020-03-15,0.16214999556541443,0.14612700045108795,0.14729300141334534,0.15390199422836304,2197842519.0,0.15390199422836304
2020-03-16,0.15388500690460205,0.13322000205516815,0.15388500690460205,0.14106300473213196,2646513874.0,0.14106300473213196
2020-03-17,0.15096400678157806,0.1409820020198822,0.1409820020198822,0.1445239931344986,2134494360.0,0.1445239931344986
2020-03-18,0.14691099524497986,0.14078299701213837,0.14467300474643707,0.14309999346733093,1964626837.0,0.14309999346733093
2020-03-19,0.17047500610351562,0.14313000440597534,0.14315900206565857,0.16503700613975525,2590533670.0,0.16503700613975525
2020-03-20,0.17381200194358826,0.14918699860572815,0.16509200632572174,0.15686799585819244,2946481356.0,0.15686799585819244
2020-03-21,0.1605439931154251,0.15364700555801392,0.1567150056362152,0.15817900002002716,2068099167.0,0.15817900002002716
2020-03-22,0.16110600531101227,0.14962099492549896,0.1581210047006607,0.15021400153636932,1864979798.0,0.15021400153636932
2020-03-23,0.15793299674987793,0.1491899937391281,0.1499290019273758,0.15741899609565735,2117431211.0,0.15741899609565735
2020-03-24,0.16349300742149353,0.156823992729187,0.15757399797439575,0.16225500404834747,2155981658.0,0.16225500404834747
2020-03-25,0.16389100253582,0.1586340069770813,0.16229000687599182,0.16163299977779388,2096308696.0,0.16163299977779388
2020-03-26,0.17591600120067596,0.16042199730873108,0.16167999804019928,0.17501899600028992,2236102811.0,0.17501899600028992
2020-03-27,0.18638500571250916,0.17056399583816528,0.17500300705432892,0.17619499564170837,2849306896.0,0.17619499564170837
2020-03-28,0.17947499454021454,0.16756099462509155,0.17593200504779816,0.17578299343585968,2689925753.0,0.17578299343585968
2020-03-29,0.17417000234127045,0.16317600011825562,0.16376200318336487,0.1721709966659546,2131319206.0,0.1721709966659546
2020-03-29,0.17606599628925323,0.163224995136261,0.1756799966096878,0.1638289988040924,1996124443.0,0.1638289988040924
2020-03-30,0.17788299918174744,0.1715490072965622,0.17213399708271027,0.17456300556659698,2101862050.0,0.17456300556659698
2020-03-31,0.1753229945898056,0.1691340059041977,0.17431500554084778,0.1753229945898056,2053108172.0,0.1753229945898056
2020-04-01,0.1833209991455078,0.17430999875068665,0.17518000304698944,0.1786399930715561,2352651038.0,0.1786399930715561
2020-04-02,0.18272800743579865,0.17688600718975067,0.17876900732517242,0.17946699261665344,2106869711.0,0.17946699261665344
2020-04-03,0.18230000138282776,0.1783050000667572,0.17961199581623077,0.18173199892044067,1793826153.0,0.18173199892044067
2020-04-04,0.18199600279331207,0.17727699875831604,0.18176400661468506,0.17940600216388702,1660971367.0,0.17940600216388702
2020-04-05,0.19586500525474548,0.17935900390148163,0.17962799966335297,0.1955060064792633,2529832372.0,0.1955060064792633
2020-04-06,0.20386800169944763,0.19120700657367706,0.1956859976053238,0.19209299981594086,2626151910.0,0.19209299981594086
2020-04-07,0.20127500593662262,0.19140799343585968,0.1921370029449463,0.20086899399757385,2091042647.0,0.20086899399757385
2020-04-08,0.20133599638938904,0.1959259957075119,0.2009730041027069,0.19825699925422668,1878628668.0,0.19825699925422668
2020-04-09,0.1987829953432083,0.18370600044727325,0.19815599918365479,0.18746399879455566,2105282079.0,0.18746399879455566
2020-04-10,0.19239400327205658,0.18611299991607666,0.18745100498199463,0.18806299567222595,1847482831.0,0.18806299567222595
2020-04-11,0.19384799897670746,0.1876170039176941,0.18822899460792542,0.19013500213623047,2087857417.0,0.19013500213623047
2020-04-12,0.19053299725055695,0.1818079948425293,0.19053299725055695,0.18773199617862701,2253497429.0,0.18773199617862701
2020-04-13,0.18898500502109528,0.1842619925737381,0.18780800700187683,0.18533499538898468,1889687587.0,0.18533499538898468
2020-04-14,0.18926599621772766,0.1811549961566925,0.18535999953746796,0.18127000331878662,1963736221.0,0.18127000331878662
2020-04-15,0.1912350058555603,0.17741400003433228,0.18125399947166443,0.19010399281978607,2610251456.0,0.19010399281978607
2020-04-17,0.19535599648952484,0.18982000648975372,0.18991099298000336,0.194924995303154,1918245143.0,0.194924995303154
2020-04-18,0.19634400308132172,0.1907929927110672,0.19500400125980377,0.19085900485515594,1904866741.0,0.19085900485515594
2020-04-19,0.1949000060558319,0.1818310022354126,0.19082100689411163,0.18348999321460724,2364973860.0,0.18348999321460724
2020-04-20,0.1856440007686615,0.1827619969844818,0.18333700299263,0.18432800471782684,1912728846.0,0.18432800471782684
2020-04-21,0.18967600166797638,0.183119997382164,0.18417499959468842,0.18796999752521515,1783803231.0,0.18796999752521515
2020-04-22,0.19479000568389893,0.18676599860191345,0.1878889948129654,0.19171099364757538,2271111354.0,0.19171099364757538
2020-04-23,0.19672200083732605,0.1917099952697754,0.19187599420547485,0.19366499781608582,1853837706.0,0.19366499781608582
2020-04-24,0.19654500484466553,0.19314000010490417,0.19368499517440796,0.19505399465560913,1648491142.0,0.19505399465560913
2020-04-25,0.1972150057554245,0.1945039927959442,0.195032998919487,0.19680500030517578,1692427521.0,0.19680500030517578
2020-04-26,0.19927500188350677,0.1954369992017746,0.19670000672340393,0.19797800481319427,1792695610.0,0.19797800481319427
2020-04-27,0.21810799837112427,0.19637200236320496,0.1980459988117218,0.21548399329185486,2515531348.0,0.21548399329185486
