Date,Adj Close,daily return,30 days volatility
2020-03-01,0.2288459986448288,-0.010151723160018222,0.04290923184706395
2020-03-02,0.2387470006942749,0.04326491224700213,0.04282354274602129
2020-03-03,0.2343810051679611,-0.018287121989459587,0.04353696712874697
2020-03-04,0.2345300018787384,0.0006357030113022244,0.04306419922439969
2020-03-05,0.2395820021629333,0.021540955288129826,0.04294873973780129
2020-03-06,0.2440879940986633,0.018807723013624322,0.04216102402725485
2020-03-07,0.2370709925889969,-0.02874783553192728,0.04159606105091575
2020-03-08,0.2069039940834045,-0.12724879655729127,0.04165828925573938
2020-03-09,0.2091809958219528,0.01100511253364389,0.04727024071336498
2020-03-10,0.2122350037097931,0.014599834348430818,0.047408790047407605
2020-03-11,0.2080959975719452,-0.01950199573821254,0.04733221478715703
2020-03-12,0.13963499665260315,-0.3289875909106468,0.04721089834551652
2020-03-13,0.15935200452804565,0.14120391268742094,0.07488617007471027
2020-03-14,0.14729200303554535,-0.07568151733151096,0.07815357385983568
2020-03-15,0.15390199422836304,0.04487678255840222,0.07688040359170616
2020-03-16,0.14106300473213196,-0.0834231522509079,0.07739456153242324
2020-03-17,0.1445239931344986,0.02453505374381315,0.07734038857265567
2020-03-18,0.14309999346733093,-0.009853032955174701,0.07775099282194015
2020-03-19,0.16503700613975525,0.1532984882870203,0.07775543201166553
2020-03-20,0.15686799585819244,-0.04949805181660405,0.0833079654713638
2020-03-21,0.15817900002002716,0.008357371780409961,0.0829712970593156
2020-03-22,0.15021400153636932,-0.05035433580089255,0.08307738559298601
2020-03-23,0.15741899609565735,0.047964866694158115,0.08320978381405696
2020-03-24,0.16225500404834747,0.03072061233163681,0.08396457190556145
2020-03-25,0.16163299977779388,-0.003833498228308918,0.08406933609978878
2020-03-26,0.17501899600028992,0.08281722322111529,0.0839181769442036
2020-03-27,0.17619499564170835,0.006719268583945448,0.08513318648143908
2020-03-28,0.17578299343585968,-0.002338330917675324,0.0837863053720544
2020-03-29,0.1638289988040924,-0.06800427275764354,0.08356770236177956
2020-03-29,0.1721709966659546,0.05091893329481678,0.08432515412807372
2020-03-30,0.17456300556659698,0.013893216319606827,0.0849659451745154
2020-03-31,0.1753229945898056,0.004353666005817436,0.0850370689517525
2020-04-01,0.1786399930715561,0.018919357894331634,0.0845706711769266
2020-04-02,0.17946699261665344,0.004629419934908396,0.08466184300128478
2020-04-03,0.18173199892044067,0.012620740286350962,0.0846742741931791
2020-04-04,0.17940600216388702,-0.012799048986259942,0.08459368792795875
2020-04-05,0.1955060064792633,0.08974061135741129,0.08448059372379994
2020-04-06,0.19209299981594088,-0.017457298242570474,0.08614798372491551
2020-04-07,0.20086899399757385,0.04568617383268481,0.08293087879753562
2020-04-08,0.19825699925422668,-0.013003474012413863,0.08331146732245377
2020-04-09,0.18746399879455566,-0.05443944224047825,0.08332531956519001
2020-04-10,0.18806299567222595,0.003195263525380909,0.08387205937377841
2020-04-11,0.19013500213623047,0.011017619157868808,0.05627636153855799
2020-04-12,0.187731996178627,-0.012638419704972259,0.05066635338352335
2020-04-13,0.18533499538898468,-0.012768205944827637,0.04836898826913912
2020-04-14,0.18127000331878665,-0.021933213755267023,0.048047608478615667
2020-04-15,0.19010399281978607,0.04873387399603968,0.04527561472718421
2020-04-17,0.194924995303154,0.025359817076215263,0.04576838030592802
2020-04-18,0.19085900485515594,-0.02085925635998853,0.04568901259080877
2020-04-19,0.18348999321460724,-0.03860971425551074,0.037327493586175015
2020-04-20,0.18432800471782684,0.004567069236519394,0.03682358566180816
2020-04-21,0.18796999752521515,0.01975821749366591,0.03682131965326691
2020-04-22,0.19171099364757535,0.019902091672147737,0.035331757918524394
